gene_name,MNGC,Macrophage,Stroma
1700001J11Rik,0.0,0.0345495,0.0
1700001K19Rik,0.0,0.1857345,0.152972
1700001L05Rik,0.0,0.8571675000000001,0.165313
1700001L19Rik,0.0232165,0.07252925,1.1810162499999999
1700001O22Rik,0.0,0.9931527499999999,1.2090865
1700001P01Rik,0.0,0.19460774999999997,0.0
1700003C15Rik,0.0,0.0,0.0
1700003D09Rik,0.0,0.0,0.0
1700003E16Rik,0.00633575,0.74253325,0.62346375
1700003E24Rik,0.0,0.0,0.0
1700003F12Rik,16.686678,0.844436,0.61150525
1700003G13Rik,0.0,0.0,0.0
1700003G18Rik,0.0,0.04236375,0.0555985
1700003H04Rik,0.0,0.0,0.0
1700003I22Rik,0.0,0.0,0.0
1700003L19Rik,0.0,0.0,0.0
1700003M02Rik,0.0,0.09697375,0.0
1700003M07Rik,0.0,0.12899475,0.0
1700003N22Rik,0.0511665,0.0305045,0.016424
1700003P14Rik,0.0,0.0,0.0
1700006A11Rik,0.0,0.0,0.0
1700006E09Rik,0.59490925,0.629138,0.0
1700006F04Rik,0.0,0.0,0.0
1700006H21Rik,0.78279925,0.0,0.0
1700006J14Rik,0.112928,0.543064,0.44962325
1700006P03Rik,0.0,0.0,0.0
1700007B14Rik,0.0,0.27772474999999996,0.0
1700007E05Rik,0.03042075,0.15505375,0.05799475
1700007F19Rik,0.0,0.0,0.0
1700007G11Rik,0.0,0.24200024999999997,0.0
1700007J10Rik,1.133898,0.51843425,0.2118595
1700007K09Rik,0.0,0.03228475,0.0
1700007K13Rik,1.39318175,2.86300875,10.3033365
1700007L15Rik,2.80800625,3.8408949999999997,7.4514095000000005
1700007M16Rik,0.278603,0.0,0.0
1700007P06Rik,0.93342025,0.31977525,0.17200375
1700008A23Rik,0.0,0.0,0.0
1700008F21Rik,0.27480424999999997,0.0564795,0.0576715
1700008J07Rik,1.8944904999999999,2.4321574999999998,3.699092
1700008K24Rik,0.0,0.0,0.0
1700008O03Rik,0.82005275,0.8836900000000001,0.43193225
1700008P02Rik,0.0,0.0,0.0
1700009C05Rik,0.0,0.0,0.0
1700009J07Rik,0.0,0.0738665,0.0
1700009N14Rik,0.0,0.0,0.0
1700010B08Rik,0.0,0.0,0.0
1700010B13Rik,0.09537975,0.018437,0.0383405
1700010D01Rik,0.0,0.0,0.0
1700010H22Rik,0.0,0.0,0.03260525
1700010I02Rik,1.12214475,0.375278,0.466567
1700010I14Rik,0.30913625,0.96518925,1.3933270000000002
1700010J16Rik,0.0,0.0,0.0
1700010K23Rik,0.0,0.0,0.0
1700010K24Rik,5.743668749999999,0.72586,3.1894867500000004
1700010L04Rik,0.0,0.0,0.0
1700010N08Rik,0.0,0.0,0.0
1700011A15Rik,0.0,0.02031175,0.0
1700011B04Rik,0.0,0.0,0.021537
1700011E24Rik,0.076952,0.0,0.0
1700011H14Rik,0.0,0.041018,0.0
1700011I03Rik,0.0,0.0,0.0
1700011L22Rik,0.0,0.0,0.0
1700011M02Rik,0.0,0.0918835,0.0
1700012A03Rik,0.0624605,0.0,0.0
1700012B07Rik,0.0,0.0,0.0
1700012B09Rik,0.0,0.0,0.0
1700012C08Rik,0.0,0.0,0.0
1700012C14Rik,0.0,0.0,0.0
1700012E03Rik,0.0,0.0,0.0
1700012I11Rik,0.0,0.0233255,0.0
1700012J22Rik,0.0,0.0,0.0
1700012L04Rik,0.0,0.0,0.0
1700012P22Rik,0.0,0.0,0.0
1700013D24Rik,0.0,0.0,0.0
1700013F07Rik,0.0,0.0,0.0
1700013G24Rik,0.0,0.0,0.0
1700013H16Rik,0.0,0.0,0.0
1700013N06Rik,0.0,0.0,0.0
1700014D04Rik,0.0,0.23614275,0.0
1700015E13Rik,0.0837895,1.3147035,0.0
1700015F17Rik,0.0,0.25275025,0.0
1700015G11Rik,0.0,0.0,0.0
1700015O11Rik,0.0,0.0,0.0
1700016A09Rik,0.0,0.22447,0.0
1700016C15Rik,0.0,0.0,0.0
1700016D06Rik,0.3065635,0.23850775000000002,0.21687175
1700016D08Rik,0.0,0.0,0.0
1700016G14Rik,0.0,0.0,0.0
1700016G22Rik,0.0,0.0,0.0
1700016H13Rik,0.0,0.09020775,0.0
1700016K19Rik,0.0,0.163045,0.0
1700016L21Rik,0.0,0.0,0.058124499999999996
1700016P03Rik,0.0,5.402840250000001,0.0
1700016P04Rik,0.0,0.0,0.0
1700017B05Rik,14.14171975,27.67956975,19.117043250000002
1700017D01Rik,0.181821,0.0399055,0.08139425
1700017G19Rik,0.0,0.0,0.0
1700017I07Rik,0.0,0.0,0.0
1700017J07Rik,0.0,0.0,0.0
1700017N19Rik,0.0,0.0,0.0
1700018A04Rik,0.0,0.0,0.0
1700018A14Rik,0.0,0.0,0.0
1700018B08Rik,0.0,0.23215775,0.33823075
1700018B24Rik,0.0,0.0,0.25742775
1700018C11Rik,0.0,0.0,0.0
1700018F24Rik,0.0,0.0,0.0
1700018L02Rik,1.4037657499999998,1.2650682500000001,1.6184845
1700018M17Rik,0.0,0.0623905,0.04017475
1700019A02Rik,0.0,0.0,0.0
1700019B03Rik,0.0,0.09686700000000001,0.0
1700019B21Rik,0.0,0.0,0.0
1700019D03Rik,0.00966175,0.4827785,0.35580375000000003
1700019E08Rik,0.08332925,0.0,0.0
1700019G17Rik,0.58890775,2.2125795,6.22085625
1700019G24Rik,0.0,0.10248325,0.9472855
1700019L03Rik,0.10249875,0.6122004999999999,0.77256375
1700019M22Rik,0.0,0.0,0.0
1700019N19Rik,0.44828975,1.25822025,0.0
1700019O17Rik,0.0,0.0,0.0
1700019P21Rik,0.0,0.0,0.0
1700020A23Rik,0.0,0.69611025,3.3443539999999996
1700020D05Rik,0.134333,0.0,0.0
1700020G17Rik,0.0,0.035829,0.08089774999999999
1700020I14Rik,13.744004499999999,25.081120249999998,20.041642
1700020L24Rik,1.51623025,0.60094775,0.0
1700020M21Rik,0.0,0.0,0.0
1700020N01Rik,0.93996975,0.140777,0.0
1700020N15Rik,0.0,0.0,0.0
1700020N18Rik,0.0,0.0,0.0
1700021A07Rik,0.1744395,0.16033550000000002,0.05153275
1700021F05Rik,47.611985250000004,45.79052625,71.34521625000001
1700021F07Rik,0.0,0.0,0.0
1700021J08Rik,0.95363,0.8110029999999999,0.333489
1700021K19Rik,5.5391365,19.1672115,10.97563475
1700021L23Rik,0.0,0.0,0.0
1700021N21Rik,0.0,0.0,0.0
1700021P04Rik,0.0,0.0,0.0
1700022A21Rik,0.0,0.0,0.0
1700022A22Rik,0.0,0.0,0.0
1700022E09Rik,0.0,0.42548275,0.0
1700022F17Rik,0.0,0.0,0.0
1700022H16Rik,0.0,0.0,0.0
1700022I11Rik,0.018473,0.0,0.0
1700022N22Rik,0.0,0.7112372499999999,0.69871275
1700023C21Rik,0.0,0.0,0.0
1700023E05Rik,0.0,0.7362142500000001,0.4671095
1700023F02Rik,0.8266325000000001,0.12084175,0.07707125
1700023F06Rik,0.1920195,0.1251235,0.0
1700023G09Rik,0.0,0.0,0.0
1700023H06Rik,0.0,1.0325205,0.13759025
1700024B05Rik,0.0,0.0,0.02549975
1700024B18Rik,0.0,0.0,0.0
1700024G13Rik,0.0,0.0,0.0
1700024J04Rik,0.0103265,0.04550625,0.003112
1700024P04Rik,0.0,0.0,0.0
1700024P16Rik,0.0,0.13551,0.28900899999999996
1700025B11Rik,0.0,0.22851999999999997,0.0
1700025C18Rik,0.0,0.0,0.0
1700025D23Rik,0.8766885,0.0,0.20115475
1700025F22Rik,0.0,0.0,0.0
1700025F24Rik,0.0,0.0,0.0
1700025G04Rik,16.226781,20.73681375,10.903984000000001
1700025H01Rik,0.0,0.0299585,0.0
1700025K24Rik,0.0,0.0,0.0
1700025M24Rik,0.0,0.05806975,0.0
1700025N21Rik,0.28835175,0.0568555,0.01084575
1700025N23Rik,0.50380675,0.22161925,0.29729125
1700025O08Rik,0.0,0.0,0.0
1700026D08Rik,0.93059,2.792084,0.67595975
1700026D11Rik,0.0,0.0,0.02008025
1700026F02Rik,0.0,0.0,0.0
1700026J12Rik,0.0,0.0,0.0
1700026J14Rik,0.0,0.0762015,0.0
1700026L06Rik,4.1091105,2.0306077499999997,1.4657995
1700027A07Rik,1.1616832499999998,0.442842,0.92090275
1700027A15Rik,0.0,0.0,0.0
1700027F09Rik,0.0,0.0262715,0.0
1700027H10Rik,0.0,0.0,0.0
1700027I24Rik,0.0,0.0,0.0
1700028B04Rik,0.617774,0.3153815,0.47833575
1700028D13Rik,0.444604,0.14181925,0.10919925
1700028E10Rik,1.90301975,1.3454774999999999,0.870183
1700028I16Rik,0.0,0.443427,0.0
1700028J19Rik,0.78504175,0.52986375,0.338175
1700028K03Rik,0.004059,0.00470075,0.002852
1700028M03Rik,0.0,0.0,0.0
1700028N14Rik,0.7298359999999999,0.8987275,0.21497549999999999
1700028P14Rik,0.37749575,0.9121560000000001,0.8909455
1700028P15Rik,0.00319125,0.0,0.0
1700029B22Rik,0.0,0.0,0.0
1700029E06Rik,0.64650675,0.33069575,0.41055675
1700029F12Rik,0.02541125,0.0,0.9165504999999999
1700029H14Rik,0.74853925,0.02267225,0.0
1700029I15Rik,11.04394525,3.2227657499999998,9.217902500000001
1700029J03Rik,0.0,0.0,0.0
1700029J07Rik,3.2335575,2.1965125,3.2228955
1700029M03Rik,0.0,0.0,0.0
1700029M20Rik,0.0,0.0,0.0
1700029N11Rik,0.0,0.0,0.0
1700029P11Rik,0.0,0.05737475,0.0
1700030A11Rik,0.0,0.0,0.0
1700030C10Rik,2.08658375,2.4540995,9.9364145
1700030C12Rik,0.168873,0.11917025,0.0
1700030C14Rik,0.01239875,0.01960125,0.01215675
1700030F04Rik,0.0,0.0,0.0
1700030I03Rik,0.0,0.14005325,0.0
1700030J22Rik,0.22926,0.54110275,0.19206325
1700030K09Rik,5.75895025,8.75387975,6.585427
1700030L20Rik,0.0,0.0,0.0
1700030M09Rik,0.49536125,0.0,0.07271375
1700030N03Rik,1.25550875,0.46746249999999995,1.48978275
1700030O20Rik,0.019901,0.0,0.0
1700031A10Rik,0.0,0.0,0.0
1700031F05Rik,0.0,0.0,0.0
1700031F10Rik,0.0,0.26900025,0.0
1700031L13Rik,0.0,0.0,0.0
1700031M16Rik,0.0,0.0,0.0
1700031P21Rik,0.108942,0.14172225,0.0
1700034B16Rik,0.0,0.0,0.0
1700034E13Rik,0.0,0.0,0.0
1700034G24Rik,0.0,0.0,0.0
1700034H15Rik,0.43550225,0.35134849999999995,0.22300499999999998
1700034I23Rik,0.0,0.04020275,0.0
1700034J04Rik,0.0,0.0,0.0
1700034J05Rik,0.0,0.0,0.0
1700034K08Rik,0.035562,0.24570475,0.0313135
1700034O15Rik,0.0,0.0,0.0
1700034P13Rik,2.531141,4.33408525,2.801883
1700036A12Rik,0.0,0.09228975,0.37886125
1700036G14Rik,0.0,0.0,0.030845
1700036O09Rik,0.0,0.0,0.0
1700037C06Rik,0.0,0.01594375,0.0
1700037C18Rik,8.093228,11.78415625,8.9695075
1700037F24Rik,0.0,0.0,0.0
1700037H04Rik,19.49367,45.04261925,36.089960250000004
1700039E15Rik,0.0,0.01303575,0.0
1700039E22Rik,0.0,0.0,0.0
1700039I01Rik,0.0,0.0,0.0
1700039M10Rik,0.0,0.0,0.669697
1700039M15Rik,0.0,0.0,0.0
1700040D17Rik,0.0,0.03117375,0.0
1700040F17Rik,0.0,0.0,0.0
1700040K01Rik,0.0,0.0,0.0
1700040L02Rik,0.0,1.6649812499999999,1.2715247500000002
1700041C23Rik,0.0,0.0,0.0
1700041G16Rik,1.348876,0.5264125,0.6743905
1700041M05Rik,0.0,0.0,0.0
1700041M19Rik,0.0,0.0,0.0
1700042G07Rik,0.0,0.0,0.0
1700042G15Rik,0.0,0.0,0.0
1700042O10Rik,0.0,0.0,0.0
1700044C05Rik,0.0,0.0,0.0
1700044K03Rik,0.0,0.0,0.0
1700045H11Rik,0.0,0.02608375,0.0
1700045I11Rik,0.10476175,0.0,0.0
1700046C09Rik,0.0,0.0,0.0
1700047A11Rik,0.06826125,0.30232725000000005,0.5798492500000001
1700047F07Rik,0.0,0.0,0.0
1700047G03Rik,0.0,0.0,0.0
1700047I17Rik2,37.30639825,48.5901145,35.84111325
1700047K16Rik,0.42576275,0.24581974999999998,0.016761
1700047L14Rik,0.0,0.0,0.0
1700047M11Rik,0.0,0.0,0.0
1700047N06Rik,0.0,0.0,0.0
1700048M11Rik,0.43802875,0.0,0.201965
1700048O20Rik,1.544451,1.44002425,4.4432605
1700049E15Rik,0.0,0.0,0.0
1700049E17Rik1,0.0,0.0,0.0
1700049E17Rik2,0.0,0.0,0.0
1700049E22Rik,0.0,0.0,0.0
1700049G17Rik,1.6180149999999998,2.0561367500000003,5.715603
1700049J03Rik,0.2271265,0.0,0.0
1700049L16Rik,0.0,0.0,0.0
1700051A21Rik,0.0389815,0.0,0.0
1700051O22Rik,0.27948575,0.28879075,0.10664375
1700052I22Rik,0.0,0.0,0.0
1700052K11Rik,3.35908,2.82325325,3.1845702499999997
1700054A03Rik,0.0,0.0,0.0
1700054K02Rik,0.0,0.0,0.0
1700054K19Rik,0.0,0.0,0.0
1700054M17Rik,0.0,0.0,0.0
1700054O19Rik,2.45363375,1.475359,1.567094
1700055C04Rik,0.0,0.0,0.0
1700055D18Rik,0.145128,0.47870625,0.289257
1700056E22Rik,3.4469292499999997,2.7324450000000002,2.2886755
1700056N10Rik,1.8598515,0.503231,1.52199325
1700057G04Rik,0.11199049999999999,0.082396,0.31168324999999997
1700057H15Rik,0.0,0.031412,0.0
1700057H21Rik,0.0,0.0,0.0
1700058P15Rik,0.9292849999999999,0.7392445000000001,0.48118449999999996
1700060C16Rik,0.0,0.0,0.0
1700060C20Rik,0.0,0.03879,0.0
1700060J05Rik,0.0,0.0661045,0.0
1700060O08Rik,0.0,0.0,0.0
1700061E17Rik,0.0,0.02794475,0.0
1700061E18Rik,0.0,0.0,0.0
1700061F12Rik,0.0,0.0,0.0
1700061G19Rik,0.8158080000000001,0.147177,0.77215475
1700061H18Rik,0.0,0.035552,0.0
1700061I17Rik,0.0,0.103836,0.0
1700061J23Rik,0.0,0.0,0.0
1700063A18Rik,0.0,0.0,0.0
1700063D05Rik,2.4793452499999997,0.59198225,0.9253865
1700063H04Rik,0.0,0.0,0.0
1700063H06Rik,0.0,0.0,0.0
1700063I16Rik,0.0,0.0,0.0
1700063K16Rik,0.08480025,0.0,0.0
1700063O14Rik,0.0,0.0,0.0
1700064H15Rik,1.0957375,0.06870925,0.034694
1700064J06Rik,0.0,0.0,0.0
1700064M15Rik,0.0,0.0,0.0
1700065D16Rik,0.0,0.285844,0.0
1700065I16Rik,0.0,0.0,0.0
1700065J18Rik,0.0,0.29350975,0.0
1700065O20Rik,0.0,0.0,0.0
1700066B17Rik,0.0,0.7102655,0.7183507499999999
1700066B19Rik,0.542533,0.16296249999999998,0.13472774999999998
1700066C05Rik,0.32480475,4.296091499999999,1.7874759999999998
1700066J03Rik,0.0,1.0982304999999999,0.38212375
1700066M21Rik,4.6995915,5.834042999999999,1.7058365
1700066N21Rik,0.0,0.0,0.0
1700066O22Rik,0.148267,0.0,0.0
1700067G17Rik,0.0,0.0,0.0
1700067K01Rik,1.86178325,0.87567675,2.72504225
1700067P10Rik,0.0,0.0,0.0
1700069B07Rik,0.1568745,0.84104325,0.14745225
1700069L16Rik,0.0,0.1354315,0.0
1700071G01Rik,0.0,0.0,0.0
1700071K01Rik,0.0133335,0.0434655,0.03292775
1700071M16Rik,3.752568,0.3020165,0.0
1700072B07Rik,0.0,0.0,0.0
1700072G22Rik,0.0,0.0,0.0
1700073E17Rik,3.21892675,0.150973,0.0427885
1700074A21Rik,0.0,0.0,0.0
1700074H08Rik,0.0,0.0,0.0
1700074P13Rik,0.0,0.0,0.0
1700080E11Rik,0.0,0.0,0.0
1700080G11Rik,0.0,0.0,0.0
1700080N15Rik,0.0,0.0,0.0
1700080O16Rik,0.0,0.0,0.0
1700081H04Rik,0.0,0.0,0.0
1700082M22Rik,1.3679995,0.31479525,0.55966525
1700083H02Rik,0.0,0.0,0.0
1700084C01Rik,0.0,0.02871025,0.0
1700084C06Rik,2.52556875,1.030268,4.925610000000001
1700084E18Rik,1.6514677500000001,1.59178025,1.7951570000000001
1700084F23Rik,0.0,0.0,0.0
1700084J12Rik,0.29121225,0.005379,0.0
1700084M14Rik,0.0,0.0,0.0
1700085C21Rik,0.0,0.0,0.0
1700086D15Rik,0.0,0.0,0.0
1700086L19Rik,0.0,2.014099,0.0
1700086O06Rik,6.92771825,5.1422865,9.5583005
1700086P04Rik,1.31379,0.34586950000000005,0.0
1700087M22Rik,0.0,0.0,0.0
1700088E04Rik,3.8575525,5.41062,9.493998000000001
1700091H14Rik,0.0,0.0,0.0
1700092C02Rik,0.0,0.0,0.0
1700092C10Rik,0.0,0.0,0.0
1700092C17Rik,0.0,0.0,0.0
1700092E19Rik,0.0,0.0,0.0
1700092K14Rik,0.0,0.2517255,0.0
1700092M07Rik,0.0,1.39245225,0.0
1700093J21Rik,0.0,0.0,0.0396135
1700093K21Rik,0.0,0.12453675,0.06636225
1700094J05Rik,0.0,0.02268325,0.0
1700095A13Rik,0.0,0.0,0.0
1700095A21Rik,0.070988,0.0,0.0
1700095B10Rik,0.0,0.0,0.0
1700095J03Rik,0.0,0.19674475,0.307047
1700095J07Rik,1.0978967499999999,0.31856075,0.9082485
1700095J12Rik,0.0,0.0,0.0
1700096J18Rik,0.0,0.0,0.0
1700096K18Rik,1.87393425,4.4845939999999995,5.90375525
1700097N02Rik,2.66986625,0.38225175,0.0
1700099I09Rik,0.0,0.0,0.0
1700100L14Rik,0.0,0.0,0.0
1700101E01Rik,1.39226125,0.24273775,0.19835799999999998
1700101I11Rik,0.0,0.33786375,4.1947355
1700101I19Rik,0.0,0.0,0.0
1700101O22Rik,0.0,0.0,0.0
1700102P08Rik,0.1885675,1.08324325,0.975141
1700104B16Rik,0.0,0.08143375,0.0
1700105P06Rik,1.22608925,0.46917149999999996,0.299147
1700106J16Rik,0.0,0.0,0.0
1700108F19Rik,12.110425750000001,6.06248525,7.78359775
1700108J01Rik,0.0,0.0,0.0
1700108N11Rik,0.0,0.0,0.0
1700109G14Rik,0.0218995,0.02376075,0.0
1700109G15Rik,0.0,0.0,0.0
1700109H08Rik,1.22061875,2.42681975,0.48843475000000003
1700109I08Rik,0.0,0.0,0.0
1700109K24Rik,0.0122945,0.0797375,0.058672249999999995
1700110C19Rik,0.0,0.0,0.04971175
1700110I01Rik,1.210705,0.348958,0.59212725
1700110I07Rik,0.0,0.0,0.0
1700110K17Rik,0.0,0.16074149999999998,0.011357
1700111E14Rik,0.0,0.0,0.0
1700111N16Rik,0.0,0.020344,0.0
1700112D23Rik,1.174574,0.634483,1.67115825
1700112E06Rik,17.19738275,1.43677375,4.8259912499999995
1700112H15Rik,0.0,0.0,0.0
1700112J05Rik,0.0,0.0,0.0
1700112J16Rik,0.5247005,0.290856,0.35647025
1700112K13Rik,0.0,0.0,0.0
1700113A16Rik,11.26595675,3.51701875,14.917831499999998
1700113B19Rik,0.0,0.0,0.0
1700113H08Rik,0.0,0.14760675,0.167475
1700116B05Rik,0.0,0.0,1.69071725
1700119H24Rik,0.0,0.0,0.0
1700119I11Rik,0.0,0.0,0.0
1700120B22Rik,0.0,0.2249885,0.11752325
1700120C14Rik,11.914636250000001,6.0095095,9.25520875
1700120C18Rik,0.0,0.0,0.0
1700120E14Rik,0.0,0.0,0.0
1700120G07Rik,0.0,0.03015025,0.0
1700120G11Rik,0.0,0.0,0.0
1700120K04Rik,0.404443,1.2307365,1.019882
1700120O09Rik,0.0,0.0,0.0
1700121C08Rik,0.0,0.0,0.0
1700121L03Rik,0.0,0.0,0.0
1700121L16Rik,0.01508375,0.02452625,0.069607
1700121N20Rik,0.0,0.0,0.0
1700122D07Rik,0.0,0.0,0.0
1700122E12Rik,0.0,0.12035625,0.421794
1700122O11Rik,0.0,0.0,0.0
1700123I01Rik,3.1548267500000002,0.38701474999999996,0.0
1700123K08Rik,0.26604425,0.1070415,0.0
1700123L14Rik,0.0,0.0,0.0
1700123M08Rik,2.763116,2.1557635,7.6094525
1700123O12Rik,0.0,0.0,0.0
1700123O20Rik,23.29508925,35.82227825,34.53612075
1700123O21Rik,0.0,0.0,0.08476325
1700124L16Rik,0.6765305,0.23275725,0.680104
1700125G02Rik,0.0,0.0,0.0
1700125G22Rik,0.0,0.03234625,0.0
1700125H03Rik,0.0,0.13598075,0.0
1700125H20Rik,1.1683335,0.11030725,4.314667
1700126A01Rik,0.0,0.0,0.0
1700126H18Rik,0.0,0.0,1.04205175
1700128A07Rik,0.0,0.0,0.0
1700128E19Rik,0.0,0.0,0.0
1700128F08Rik,1.33834,0.42650125000000005,0.8451545
1700129C05Rik,0.0,0.0,0.0
1700129L04Rik,0.0,0.0,0.0
1810006J02Rik,0.0,2.22053,0.0
1810007C17Rik,0.0,0.0,0.0
1810007D17Rik,0.03746725,0.0,0.009263
1810008B01Rik,0.0,0.0,0.0
1810008I18Rik,1.1472055,0.5437752499999999,0.3389675
1810009A15Rik,80.31260325,58.98494675,111.96579025
1810009J06Rik,0.0,0.0,0.0
1810010H24Rik,2.0130225,4.1353805,11.796369
1810010K12Rik,0.0,0.030166,0.10463925
1810011H11Rik,12.060677,4.14007025,4.7240385
1810011O10Rik,29.22023925,89.649044,28.07798275
1810012K08Rik,1.6373245,0.30848949999999997,0.0
1810012K16Rik,0.0,0.02922075,0.286501
1810013D15Rik,3.07506675,1.778132,3.323835
1810013L24Rik,6.2337472499999995,13.20035025,9.29833025
1810014B01Rik,1.00893825,2.645297,3.0819845
1810018F18Rik,0.0044235,0.00745975,0.0
1810019D21Rik,0.99464825,3.1409395,27.33116675
1810019N24Rik,0.0,0.2421565,0.68098375
1810020O05Rik,0.46956175,0.022802,0.0
1810021B22Rik,11.82259575,9.90845,12.931538
1810022K09Rik,383.08711225,225.7515665,481.24466349999994
1810024B03Rik,2.115893,1.55147425,3.3043945
